step,phi,danger
559,0.114923,0.2484
560,0.115683,0.2287
561,0.116314,0.2091
562,0.116828,0.1897
563,0.117237,0.1706
564,0.117545,0.1519
565,0.117757,0.1335
566,0.117872,0.1155
567,0.118016,0.0980
568,0.118651,0.0810
569,0.119497,0.0646
570,0.120203,0.0487
571,0.120722,0.0335
572,0.121001,0.0189
573,0.120996,0.0050
574,0.120714,0.0000
575,0.120330,0.0000
576,0.120315,0.0000
577,0.121126,0.0000
578,0.122397,0.0000
579,0.123624,0.0000
580,0.124626,0.0000
581,0.125381,0.0000
582,0.125909,0.0000
583,0.126239,0.0000
584,0.126395,0.0000
585,0.126390,0.0000
586,0.126234,0.0000
587,0.125930,0.0000
588,0.125983,0.0000
589,0.126275,0.0000
590,0.126370,0.0000
591,0.126167,0.0000
592,0.125690,0.0000
593,0.125236,0.0000
594,0.125822,0.0000
595,0.127386,0.0000
596,0.128493,0.0000
597,0.129321,0.0000
598,0.129849,0.0000
599,0.130099,0.0000
600,0.130100,0.0000
601,0.129875,0.0000
602,0.129438,0.0000
603,0.128798,0.0097
604,0.128183,0.0238
605,0.128024,0.0386
606,0.127848,0.0540
607,0.127626,0.0701
608,0.127757,0.0867
609,0.128601,0.1039
610,0.129836,0.1216
611,0.131008,0.1397
612,0.131932,0.1582
613,0.132573,0.1771
614,0.132950,0.1963
615,0.133102,0.2157
616,0.133070,0.2354
617,0.132891,0.2552
618,0.132595,0.2751
619,0.132205,0.2951
620,0.131738,0.3151
621,0.131203,0.3350
622,0.130609,0.3549
623,0.129959,0.3746
624,0.129483,0.3942
625,0.129589,0.4135
626,0.129894,0.4325
627,0.130091,0.4512
628,0.130161,0.4695
629,0.130085,0.4874
630,0.128705,0.5049
631,0.127161,0.5218
632,0.125463,0.5381
633,0.123644,0.5539
634,0.121769,0.5690
635,0.119963,0.5835
636,0.118413,0.5972
637,0.117110,0.6102
638,0.115801,0.6225
639,0.114364,0.6339
640,0.112795,0.6445
641,0.111153,0.6542
642,0.109755,0.6631
643,0.108971,0.6710
644,0.108274,0.6780
645,0.107445,0.6841
646,0.106372,0.6892
647,0.104968,0.6933
648,0.103161,0.6965
649,0.100897,0.6986
650,0.101128,0.6998
651,0.101274,0.6999
652,0.101344,0.6991
653,0.101348,0.6973
654,0.101294,0.6944
655,0.101187,0.6906
656,0.101033,0.6858
657,0.100835,0.6801
658,0.100594,0.6734
659,0.100311,0.6657
660,0.100178,0.6572
661,0.100383,0.6477
662,0.100659,0.6374
663,0.100871,0.6263
664,0.101001,0.6143
665,0.101027,0.6015
666,0.100928,0.5880
667,0.100680,0.5738
668,0.100265,0.5589
669,0.099690,0.5433
670,0.099143,0.5271
671,0.099498,0.5104
672,0.101161,0.4931
673,0.102615,0.4754
674,0.103843,0.4572
675,0.104857,0.4386
676,0.105672,0.4197
677,0.106298,0.4005
678,0.106740,0.3810
679,0.107000,0.3613
680,0.107295,0.3415
