step,phi,danger
626,0.130051,0.4325
627,0.130253,0.4512
628,0.130327,0.4695
629,0.130254,0.4874
630,0.128875,0.5049
631,0.127332,0.5218
632,0.125633,0.5381
633,0.123812,0.5539
634,0.121934,0.5690
635,0.120126,0.5835
636,0.118574,0.5972
637,0.117268,0.6102
638,0.115958,0.6225
639,0.114519,0.6339
640,0.112947,0.6445
641,0.111302,0.6542
642,0.109903,0.6631
643,0.109119,0.6710
644,0.108423,0.6780
645,0.107594,0.6841
646,0.106520,0.6892
647,0.105113,0.6933
648,0.103301,0.6965
649,0.101030,0.6986
650,0.101263,0.6998
651,0.101411,0.6999
652,0.101482,0.6991
653,0.101487,0.6973
654,0.101433,0.6944
655,0.101327,0.6906
656,0.101173,0.6858
657,0.100974,0.6801
658,0.100732,0.6734
659,0.100448,0.6657
660,0.100315,0.6572
661,0.100521,0.6477
662,0.100797,0.6374
663,0.101009,0.6263
664,0.101138,0.6143
665,0.101163,0.6015
666,0.101062,0.5880
667,0.100812,0.5738
668,0.100394,0.5589
669,0.099816,0.5433
670,0.099265,0.5271
671,0.099617,0.5104
672,0.101280,0.4931
673,0.102733,0.4754
674,0.103959,0.4572
675,0.104972,0.4386
676,0.105785,0.4197
677,0.106409,0.4005
678,0.106849,0.3810
679,0.107107,0.3613
680,0.107401,0.3415
681,0.107985,0.3215
682,0.108479,0.3016
683,0.108928,0.2816
684,0.109801,0.2616
685,0.111206,0.2418
686,0.112705,0.2221
687,0.114082,0.2025
688,0.115277,0.1833
689,0.116278,0.1643
690,0.117093,0.1457
691,0.117733,0.1274
692,0.118209,0.1096
693,0.118528,0.0923
694,0.118691,0.0754
695,0.118694,0.0592
696,0.118590,0.0435
697,0.118905,0.0285
698,0.119308,0.0141
699,0.119395,0.0005
700,0.119084,0.0000
701,0.118315,0.0000
702,0.117652,0.0000
703,0.119565,0.0000
704,0.121932,0.0000
705,0.123893,0.0000
706,0.125436,0.0000
707,0.126619,0.0000
708,0.127507,0.0000
709,0.128160,0.0000
710,0.128625,0.0000
711,0.128941,0.0000
712,0.129134,0.0000
713,0.129226,0.0000
714,0.129227,0.0000
715,0.129145,0.0000
716,0.128985,0.0000
717,0.129182,0.0000
718,0.129839,0.0000
719,0.130491,0.0000
720,0.130969,0.0000
721,0.131244,0.0000
722,0.130839,0.0000
723,0.130199,0.0000
724,0.129346,0.0000
725,0.128358,0.0000
726,0.127412,0.0000
727,0.126788,0.0000
728,0.126633,0.0007
729,0.126738,0.0143
730,0.126731,0.0287
731,0.126484,0.0437
732,0.125968,0.0594
733,0.125213,0.0756
734,0.124633,0.0925
735,0.125164,0.1098
736,0.126518,0.1276
737,0.128041,0.1459
738,0.129444,0.1645
739,0.130619,0.1835
740,0.131530,0.2028
741,0.132177,0.2223
742,0.132580,0.2420
743,0.132771,0.2619
744,0.132783,0.2818
745,0.132649,0.3018
746,0.132397,0.3218
747,0.132049,0.3417
748,0.131624,0.3616
749,0.131134,0.3812
750,0.130586,0.4007
751,0.129984,0.4199
752,0.129332,0.4389
753,0.129145,0.4574
754,0.129418,0.4756
755,0.129747,0.4934
756,0.128844,0.5106
757,0.127824,0.5273
758,0.126668,0.5435
759,0.125360,0.5591
760,0.123893,0.5740
761,0.122280,0.5882
762,0.120570,0.6017
763,0.118871,0.6145
764,0.117342,0.6264
765,0.116038,0.6376
766,0.114796,0.6479
767,0.113455,0.6573
768,0.111940,0.6658
769,0.110226,0.6735
770,0.108300,0.6802
771,0.106154,0.6859
772,0.103924,0.6907
773,0.101971,0.6945
774,0.100065,0.6973
775,0.098167,0.6991
776,0.098819,0.6999
777,0.099432,0.6998
778,0.099953,0.6986
779,0.100365,0.6964
780,0.100669,0.6933
781,0.100871,0.6891
782,0.100982,0.6840
783,0.101012,0.6779
784,0.100969,0.6709
785,0.100859,0.6630
786,0.100689,0.6541
787,0.100458,0.6444
788,0.100168,0.6338
789,0.100072,0.6223
790,0.100266,0.6101
791,0.100464,0.5971
792,0.100572,0.5833
793,0.100571,0.5689
794,0.100458,0.5537
795,0.100283,0.5379
796,0.100243,0.5216
797,0.100580,0.5047
798,0.102248,0.4872
799,0.103868,0.4693
800,0.105332,0.4510
801,0.106615,0.4323
802,0.107723,0.4133
803,0.108668,0.3939
804,0.109464,0.3744
805,0.110124,0.3547
806,0.110657,0.3348
807,0.111070,0.3148
808,0.111366,0.2948
809,0.111593,0.2748
810,0.112250,0.2549
811,0.113051,0.2351
812,0.113691,0.2155
813,0.114118,0.1960
814,0.114299,0.1769
815,0.114219,0.1580
816,0.113918,0.1395
817,0.113640,0.1214
818,0.114038,0.1037
819,0.115054,0.0865
