step,phi,danger,speed,slip,friction,pe
1297,0.100005,0.7200,13.3532,1.0000,0.3500,0.0000
1298,0.100005,0.7200,13.3631,1.0000,0.3500,0.0000
1299,0.100005,0.7200,13.3730,1.0000,0.3500,0.0003
1300,0.100005,0.7200,13.3830,1.0000,0.3500,0.0000
1301,0.100005,0.7200,13.3929,1.0000,0.3500,0.0001
1302,0.100005,0.7200,13.4028,1.0000,0.3500,0.0002
1303,0.100005,0.7200,13.4127,1.0000,0.3500,0.0000
1304,0.100005,0.7200,13.4226,1.0000,0.3500,0.0000
1305,0.100005,0.7200,13.4325,1.0000,0.3500,0.0002
1306,0.100005,0.7200,13.4424,1.0000,0.3500,0.0000
1307,0.100005,0.7200,13.4523,1.0000,0.3500,0.0000
1308,0.100005,0.7200,13.4622,1.0000,0.3500,0.0002
1309,0.100005,0.7200,13.4721,1.0000,0.3500,0.0000
1310,0.100005,0.7200,13.4820,1.0000,0.3500,0.0000
1311,0.100005,0.7200,13.4919,1.0000,0.3500,0.0001
1312,0.100005,0.7200,13.5018,1.0000,0.3500,0.0000
1313,0.100005,0.7200,13.5117,1.0000,0.3500,0.0000
1314,0.100005,0.7200,13.5216,1.0000,0.3500,0.0001
1315,0.100005,0.7200,13.5315,1.0000,0.3500,0.0003
1316,0.100006,0.7200,13.5414,1.0000,0.3500,0.0000
1317,0.100006,0.7200,13.5513,1.0000,0.3500,0.0001
1318,0.100005,0.7200,13.5612,1.0000,0.3500,0.0000
1319,0.100006,0.7200,13.5711,1.0000,0.3500,0.0001
1320,0.100005,0.7200,13.5810,1.0000,0.3500,0.0001
1321,0.100005,0.7200,13.5909,1.0000,0.3500,0.0000
1322,0.100006,0.7200,13.6008,1.0000,0.3500,0.0000
1323,0.100006,0.7200,13.6107,1.0000,0.3500,0.0001
1324,0.100005,0.7200,13.6206,1.0000,0.3500,0.0000
1325,0.100006,0.7200,13.6304,1.0000,0.3500,0.0000
1326,0.100006,0.7200,13.6403,1.0000,0.3500,0.0001
1327,0.100006,0.7200,13.6502,1.0000,0.3500,0.0000
1328,0.100006,0.7200,13.6601,1.0000,0.3500,0.0000
1329,0.100006,0.7200,13.6700,1.0000,0.3500,0.0001
1330,0.100006,0.7200,13.6799,1.0000,0.3500,0.0000
1331,0.100006,0.7200,13.6898,1.0000,0.3500,0.0000
1332,0.100006,0.7200,13.6997,1.0000,0.3500,0.0001
1333,0.100006,0.7200,13.7095,1.0000,0.3500,0.0000
1334,0.100006,0.7200,13.7194,1.0000,0.3500,0.0000
1335,0.100006,0.7200,13.7293,1.0000,0.3500,0.0001
1336,0.100006,0.7200,13.7392,1.0000,0.3500,0.0001
1337,0.100006,0.7200,13.7491,1.0000,0.3500,0.0000
1338,0.100007,0.7200,13.7589,1.0000,0.3500,0.0001
1339,0.100006,0.7200,13.7688,1.0000,0.3500,0.0000
1340,0.100007,0.7200,13.7787,1.0000,0.3500,0.0000
1341,0.100007,0.7200,13.7886,1.0000,0.3500,0.0001
1342,0.100006,0.7200,13.7984,1.0000,0.3500,0.0000
1343,0.100007,0.7200,13.8083,1.0000,0.3500,0.0000
1344,0.100007,0.7200,13.8182,1.0000,0.3500,0.0004
1345,0.100008,0.7200,13.8281,1.0000,0.3500,0.0000
1346,0.100007,0.7200,13.8379,1.0000,0.3500,0.0000
1347,0.100007,0.7200,13.8478,1.0000,0.3500,0.0000
1348,0.100007,0.7200,13.8577,1.0000,0.3500,0.0000
1349,0.100007,0.7200,13.8675,1.0000,0.3500,0.0000
1350,0.100007,0.7200,13.8774,1.0000,0.3500,0.0000
1351,0.100007,0.7200,13.8873,1.0000,0.3500,0.0000
1352,0.099981,0.7200,13.8971,1.0000,0.3500,0.0000
1353,0.100241,0.7200,13.9070,1.0000,0.3500,0.0000
1354,0.100033,0.7200,13.9169,1.0000,0.3500,0.0001
1355,0.100001,0.7200,13.9267,1.0000,0.3500,0.0000
1356,0.100006,0.7200,13.9366,1.0000,0.3500,0.0000
1357,0.100019,0.7200,13.9464,1.0000,0.3500,0.0000
1358,0.100028,0.7200,13.9563,1.0000,0.3500,0.0000
1359,0.100035,0.7200,13.9662,1.0000,0.3500,0.0000
1360,0.100004,0.7200,13.9760,1.0000,0.3500,0.0000
1361,0.100213,0.7200,13.9859,1.0000,0.3500,0.0000
1362,0.100014,0.7200,13.9957,1.0000,0.3500,0.0000
1363,0.100002,0.7200,14.0056,1.0000,0.3500,0.0000
1364,0.100013,0.7200,14.0155,1.0000,0.3500,0.0010
1365,0.100026,0.7200,14.0253,1.0000,0.3500,0.0000
1366,0.100032,0.7200,14.0352,1.0000,0.3500,0.0000
1367,0.100012,0.7200,14.0450,1.0000,0.3500,0.0000
1368,0.100209,0.7200,14.0549,1.0000,0.3500,0.0016
1369,0.100006,0.7200,14.0647,1.0000,0.3500,0.0000
1370,0.100002,0.7200,14.0746,1.0000,0.3500,0.0000
1371,0.100013,0.7200,14.0844,1.0000,0.3500,0.0001
1372,0.100025,0.7200,14.0943,1.0000,0.3500,0.0000
1373,0.100032,0.7200,14.1041,1.0000,0.3500,0.0002
1374,0.100013,0.7200,14.1140,1.0000,0.3500,0.0000
1375,0.100210,0.7200,14.1238,1.0000,0.3500,0.0000
1376,0.100010,0.7200,14.1336,1.0000,0.3500,0.0004
1377,0.100004,0.7200,14.1435,1.0000,0.3500,0.0000
1378,0.100014,0.7200,14.1533,1.0000,0.3500,0.0000
1379,0.100025,0.7200,14.1632,1.0000,0.3500,0.0000
1380,0.100007,0.7200,14.1730,1.0000,0.3500,0.0000
1381,0.100213,0.7200,14.1829,1.0000,0.3500,0.0000
1382,0.100010,0.7200,14.1927,1.0000,0.3500,0.0000
1383,0.100001,0.7200,14.2025,1.0000,0.3500,0.0000
1384,0.100012,0.7200,14.2124,1.0000,0.3500,0.0000
1385,0.100024,0.7200,14.2222,1.0000,0.3500,0.0000
1386,0.100032,0.7200,14.2320,1.0000,0.3500,0.0000
1387,0.100011,0.7200,14.2419,1.0000,0.3500,0.0000
1388,0.100210,0.7200,14.2517,1.0000,0.3500,0.0000
1389,0.100008,0.7200,14.2615,1.0000,0.3500,0.0001
1390,0.100002,0.7200,14.2714,1.0000,0.3500,0.0000
1391,0.100013,0.7200,14.2812,1.0000,0.3500,0.0000
1392,0.100024,0.7200,14.2910,1.0000,0.3500,0.0000
1393,0.100006,0.7200,14.3009,1.0000,0.3500,0.0000
1394,0.100213,0.7200,14.3107,1.0000,0.3500,0.0000
1395,0.100008,0.7200,14.3205,1.0000,0.3500,0.0000
1396,0.099999,0.7200,14.3303,1.0000,0.3500,0.0000
1397,0.100011,0.7200,14.3402,1.0000,0.3500,0.0000
1398,0.100023,0.7200,14.3500,1.0000,0.3500,0.0000
1399,0.100030,0.7200,14.3598,1.0000,0.3500,0.0000
1400,0.100010,0.7200,14.3696,1.0000,0.3500,0.0000
1401,0.100211,0.7200,14.3795,1.0000,0.3500,0.0000
1402,0.100006,0.7200,14.3893,1.0000,0.3500,0.0000
1403,0.100000,0.7200,14.3991,1.0000,0.3500,0.0000
1404,0.100012,0.7200,14.4089,1.0000,0.3500,0.0000
1405,0.100023,0.7200,14.4187,1.0000,0.3500,0.0000
1406,0.100005,0.7200,14.4286,1.0000,0.3500,0.0001
1407,0.100214,0.7200,14.4384,1.0000,0.3500,0.0000
1408,0.100007,0.7200,14.4482,1.0000,0.3500,0.0000
1409,0.099998,0.7200,14.4580,1.0000,0.3500,0.0004
1410,0.100011,0.7200,14.4678,1.0000,0.3500,0.0000
1411,0.100021,0.7200,14.4776,1.0000,0.3500,0.0000
1412,0.100004,0.7200,14.4874,1.0000,0.3500,0.0000
1413,0.100214,0.7200,14.4972,1.0000,0.3500,0.0000
1414,0.100005,0.7200,14.5071,1.0000,0.3500,0.0000
1415,0.099996,0.7200,14.5169,1.0000,0.3500,0.0000
1416,0.100008,0.7200,14.5267,1.0000,0.3500,0.0000
1417,0.100020,0.7200,14.5365,1.0000,0.3500,0.0000
1418,0.100028,0.7200,14.5463,1.0000,0.3500,0.0000
1419,0.100008,0.7200,14.5561,1.0000,0.3500,0.0002
1420,0.100211,0.7200,14.5659,1.0000,0.3500,0.0000
1421,0.100003,0.7200,14.5757,1.0000,0.3500,0.0000
1422,0.099997,0.7200,14.5855,1.0000,0.3500,0.0000
1423,0.100009,0.7200,14.5953,1.0000,0.3500,0.0001
1424,0.100021,0.7200,14.6051,1.0000,0.3500,0.0000
1425,0.100003,0.7200,14.6149,1.0000,0.3500,0.0000
1426,0.100215,0.7200,14.6247,1.0000,0.3500,0.0000
1427,0.100003,0.7200,14.6345,1.0000,0.3500,0.0000
1428,0.099995,0.7200,14.6443,1.0000,0.3500,0.0000
1429,0.100007,0.7200,14.6541,1.0000,0.3500,0.0000
1430,0.100019,0.7200,14.6639,1.0000,0.3500,0.0000
1431,0.100027,0.7200,14.6737,1.0000,0.3500,0.0000
1432,0.100007,0.7200,14.6835,1.0000,0.3500,0.0000
1433,0.100213,0.7200,14.6933,1.0000,0.3500,0.0000
1434,0.100001,0.7200,14.7031,1.0000,0.3500,0.0000
1435,0.099995,0.7200,14.7129,1.0000,0.3500,0.0000
1436,0.100008,0.7200,14.7226,1.0000,0.3500,0.0000
1437,0.100019,0.7200,14.7324,1.0000,0.3500,0.0000
1438,0.100002,0.7200,14.7422,1.0000,0.3500,0.0000
1439,0.100215,0.7200,14.7520,1.0000,0.3500,0.0000
1440,0.100001,0.7200,14.7618,1.0000,0.3500,0.0000
1441,0.099993,0.7200,14.7716,1.0000,0.3500,0.0001
1442,0.100006,0.7200,14.7814,1.0000,0.3500,0.0000
1443,0.100018,0.7200,14.7911,1.0000,0.3500,0.0005
1444,0.100027,0.7200,14.8009,1.0000,0.3500,0.0000
1445,0.100006,0.7200,14.8107,1.0000,0.3500,0.0000
1446,0.100214,0.7200,14.8205,1.0000,0.3500,0.0000
1447,0.099999,0.7200,14.8303,1.0000,0.3500,0.0000
1448,0.099993,0.7200,14.8400,1.0000,0.3500,0.0000
1449,0.100006,0.7200,14.8498,1.0000,0.3500,0.0000
1450,0.100018,0.7200,14.8596,1.0000,0.3500,0.0000
1451,0.100001,0.7200,14.8694,1.0000,0.3500,0.0000
1452,0.100216,0.7200,14.8791,1.0000,0.3500,0.0000
1453,0.099999,0.7200,14.8889,1.0000,0.3500,0.0001
1454,0.099992,0.7200,14.8987,1.0000,0.3500,0.0000
1455,0.100004,0.7200,14.9085,1.0000,0.3500,0.0000
1456,0.100016,0.7200,14.9182,1.0000,0.3500,0.0000
1457,0.100024,0.7200,14.9280,1.0000,0.3500,0.0000
1458,0.100005,0.7200,14.9378,1.0000,0.3500,0.0001
1459,0.100214,0.7200,14.9475,1.0000,0.3500,0.0000
1460,0.099997,0.7200,14.9573,1.0000,0.3500,0.0000
1461,0.099992,0.7200,14.9671,1.0000,0.3500,0.0000
1462,0.100005,0.7200,14.9768,1.0000,0.3500,0.0000
1463,0.100017,0.7200,14.9866,1.0000,0.3500,0.0000
1464,0.100000,0.7200,14.9964,1.0000,0.3500,0.0000
1465,0.100214,0.7200,15.0061,1.0000,0.3500,0.0000
1466,0.099991,0.7200,15.0159,1.0000,0.3500,0.0000
1467,0.099992,0.7200,15.0256,1.0000,0.3500,0.0000
1468,0.100010,0.7200,15.0354,1.0000,0.3500,0.0000
1469,0.100022,0.7200,15.0452,1.0000,0.3500,0.0000
1470,0.100031,0.7200,15.0549,1.0000,0.3500,0.0000
1471,0.106267,0.2000,15.0647,1.0000,1.0000,0.0013
1472,0.106500,0.2000,15.0744,1.0000,1.0000,0.0003
1473,0.107016,0.2000,15.0842,1.0000,1.0000,0.0000
1474,0.107738,0.2000,15.0939,1.0000,1.0000,0.0000
1475,0.108457,0.2000,15.1037,1.0000,1.0000,0.0000
1476,0.109234,0.2000,15.1134,1.0000,1.0000,0.0000
1477,0.109483,0.2000,15.1232,1.0000,1.0000,0.0000
1478,0.109953,0.2000,15.1329,1.0000,1.0000,0.0000
1479,0.110746,0.2000,15.1427,1.0000,1.0000,0.0006
1480,0.111490,0.2000,15.1524,1.0000,1.0000,0.0000
1481,0.112052,0.2000,15.1622,1.0000,1.0000,0.0000
1482,0.112627,0.2000,15.1719,1.0000,1.0000,0.0000
1483,0.113207,0.2000,15.1817,1.0000,1.0000,0.0001
1484,0.113753,0.2000,15.1914,1.0000,1.0000,0.0000
1485,0.114551,0.2000,15.2012,1.0000,1.0000,0.0000
1486,0.114786,0.2000,15.2109,1.0000,1.0000,0.0000
1487,0.115345,0.2000,15.2207,1.0000,1.0000,0.0000
1488,0.115896,0.2000,15.2304,1.0000,1.0000,0.0000
1489,0.116427,0.2000,15.2401,1.0000,1.0000,0.0000
1490,0.116917,0.2000,15.2499,1.0000,1.0000,0.0000
1491,0.117740,0.2000,15.2596,1.0000,1.0000,0.0000
1492,0.117845,0.2000,15.2693,1.0000,1.0000,0.0000
1493,0.118343,0.2000,15.2791,1.0000,1.0000,0.0000
1494,0.118847,0.2000,15.2888,1.0000,1.0000,0.0000
1495,0.119336,0.2000,15.2985,1.0000,1.0000,0.0000
1496,0.119814,0.2000,15.3083,1.0000,1.0000,0.0000
1497,0.120257,0.2000,15.3180,1.0000,1.0000,0.0000
1498,0.121049,0.2000,15.3277,1.0000,1.0000,0.0000
1499,0.121102,0.2000,15.3375,1.0000,1.0000,0.0000
1500,0.121575,0.2000,15.3472,1.0000,1.0000,0.0010
1501,0.122065,0.2000,15.3569,1.0000,1.0000,0.0000
1502,0.122522,0.2000,15.3667,1.0000,1.0000,0.0000
1503,0.122984,0.2000,15.3764,1.0000,1.0000,0.0000
1504,0.123440,0.2000,15.3861,1.0000,1.0000,0.0000
1505,0.123867,0.2000,15.3958,1.0000,1.0000,0.0000
1506,0.124652,0.2000,15.4056,1.0000,1.0000,0.0000
1507,0.124682,0.2000,15.4153,1.0000,1.0000,0.0000
1508,0.125152,0.2000,15.4250,1.0000,1.0000,0.0000
1509,0.125629,0.2000,15.4347,1.0000,1.0000,0.0000
1510,0.126094,0.2000,15.4444,1.0000,1.0000,0.0001
1511,0.126554,0.2000,15.4542,1.0000,1.0000,0.0007
1512,0.127014,0.2000,15.4639,1.0000,1.0000,0.0000
1513,0.127433,0.2000,15.4736,1.0000,1.0000,0.0000
1514,0.128231,0.2000,15.4833,1.0000,1.0000,0.0000
1515,0.128251,0.2000,15.4930,1.0000,1.0000,0.0000
1516,0.128724,0.2000,15.5027,1.0000,1.0000,0.0000
1517,0.129205,0.2000,15.5124,1.0000,1.0000,0.0000
1518,0.129675,0.2000,15.5222,1.0000,1.0000,0.0000
1519,0.130139,0.2000,15.5319,1.0000,1.0000,0.0000
1520,0.130573,0.2000,15.5416,1.0000,1.0000,0.0000
1521,0.130934,0.2000,15.5513,1.0000,1.0000,0.0000
1522,0.130498,0.2000,15.5610,1.0000,1.0000,0.0000
1523,0.130522,0.2000,15.5707,1.0000,1.0000,0.0000
1524,0.130555,0.2000,15.5804,1.0000,1.0000,0.0000
1525,0.130576,0.2000,15.5901,1.0000,1.0000,0.0000
1526,0.130590,0.2000,15.5998,1.0000,1.0000,0.0000
1527,0.130599,0.2000,15.6095,1.0000,1.0000,0.0000
1528,0.130579,0.2000,15.6192,1.0000,1.0000,0.0013
1529,0.130921,0.2000,15.6289,1.0000,1.0000,0.0000
1530,0.130503,0.2000,15.6386,1.0000,1.0000,0.0000
1531,0.130522,0.2000,15.6483,1.0000,1.0000,0.0000
1532,0.130555,0.2000,15.6580,1.0000,1.0000,0.0000
1533,0.130577,0.2000,15.6677,1.0000,1.0000,0.0000
1534,0.130591,0.2000,15.6774,1.0000,1.0000,0.0001
1535,0.130575,0.2000,15.6871,1.0000,1.0000,0.0000
1536,0.130936,0.2000,15.6968,1.0000,1.0000,0.0000
1537,0.130500,0.2000,15.7065,1.0000,1.0000,0.0000
1538,0.130523,0.2000,15.7162,1.0000,1.0000,0.0000
1539,0.130556,0.2000,15.7259,1.0000,1.0000,0.0000
1540,0.130577,0.2000,15.7356,1.0000,1.0000,0.0009
1541,0.130598,0.2000,15.7452,1.0000,1.0000,0.0000
1542,0.130597,0.2000,15.7549,1.0000,1.0000,0.0000
1543,0.130578,0.2000,15.7646,1.0000,1.0000,0.0000
1544,0.130934,0.2000,15.7743,1.0000,1.0000,0.0000
1545,0.130499,0.2000,15.7840,1.0000,1.0000,0.0000
1546,0.130525,0.2000,15.7937,1.0000,1.0000,0.0000
1547,0.130557,0.2000,15.8034,1.0000,1.0000,0.0000
1548,0.130578,0.2000,15.8130,1.0000,1.0000,0.0000
1549,0.130591,0.2000,15.8227,1.0000,1.0000,0.0000
1550,0.130575,0.2000,15.8324,1.0000,1.0000,0.0000
1551,0.130936,0.2000,15.8421,1.0000,1.0000,0.0000
1552,0.130500,0.2000,15.8518,1.0000,1.0000,0.0013
1553,0.130535,0.2000,15.8614,1.0000,1.0000,0.0000
1554,0.130552,0.2000,15.8711,1.0000,1.0000,0.0000
1555,0.130574,0.2000,15.8808,1.0000,1.0000,0.0000
1556,0.130589,0.2000,15.8905,1.0000,1.0000,0.0000
1557,0.130599,0.2000,15.9001,1.0000,1.0000,0.0001
1558,0.130580,0.2000,15.9098,1.0000,1.0000,0.0000
1559,0.130934,0.2000,15.9195,1.0000,1.0000,0.0000
1560,0.130499,0.2000,15.9291,1.0000,1.0000,0.0000
1561,0.130525,0.2000,15.9388,1.0000,1.0000,0.0000
1562,0.130557,0.2000,15.9485,1.0000,1.0000,0.0000
1563,0.130578,0.2000,15.9581,1.0000,1.0000,0.0000
1564,0.130591,0.2000,15.9678,1.0000,1.0000,0.0000
1565,0.130574,0.2000,15.9775,1.0000,1.0000,0.0000
1566,0.130936,0.2000,15.9871,1.0000,1.0000,0.0011
1567,0.130499,0.2000,15.9968,1.0000,1.0000,0.0000
1568,0.130519,0.2000,16.0065,1.0000,1.0000,0.0000
1569,0.130554,0.2000,16.0161,1.0000,1.0000,0.0000
1570,0.130575,0.2000,16.0258,1.0000,1.0000,0.0000
1571,0.130590,0.2000,16.0354,1.0000,1.0000,0.0000
1572,0.130599,0.2000,16.0451,1.0000,1.0000,0.0000
1573,0.130579,0.2000,16.0548,1.0000,1.0000,0.0000
1574,0.130933,0.2000,16.0644,1.0000,1.0000,0.0000
1575,0.130498,0.2000,16.0741,1.0000,1.0000,0.0000
1576,0.130525,0.2000,16.0837,1.0000,1.0000,0.0000
1577,0.130557,0.2000,16.0934,1.0000,1.0000,0.0000
1578,0.130578,0.2000,16.1030,1.0000,1.0000,0.0000
1579,0.130591,0.2000,16.1127,1.0000,1.0000,0.0000
1580,0.130574,0.2000,16.1223,1.0000,1.0000,0.0001
1581,0.130935,0.2000,16.1320,1.0000,1.0000,0.0000
1582,0.130500,0.2000,16.1416,1.0000,1.0000,0.0000
1583,0.130523,0.2000,16.1513,1.0000,1.0000,0.0000
1584,0.130556,0.2000,16.1609,1.0000,1.0000,0.0000
1585,0.130577,0.2000,16.1706,1.0000,1.0000,0.0000
1586,0.130590,0.2000,16.1802,1.0000,1.0000,0.0000
1587,0.130599,0.2000,16.1898,1.0000,1.0000,0.0000
1588,0.130580,0.2000,16.1995,1.0000,1.0000,0.0000
1589,0.130933,0.2000,16.2091,1.0000,1.0000,0.0000
1590,0.130498,0.2000,16.2188,1.0000,1.0000,0.0000
1591,0.130525,0.2000,16.2284,1.0000,1.0000,0.0014
1592,0.130570,0.2000,16.2380,1.0000,1.0000,0.0000
1593,0.130573,0.2000,16.2477,1.0000,1.0000,0.0000
1594,0.130588,0.2000,16.2573,1.0000,1.0000,0.0000
1595,0.130573,0.2000,16.2670,1.0000,1.0000,0.0000
1596,0.130937,0.2000,16.2766,1.0000,1.0000,0.0000
1597,0.130500,0.2000,16.2862,1.0000,1.0000,0.0000
1598,0.130522,0.2000,16.2959,1.0000,1.0000,0.0000
1599,0.130555,0.2000,16.3055,1.0000,1.0000,0.0000
1600,0.130576,0.2000,16.3151,1.0000,1.0000,0.0000
1601,0.130590,0.2000,16.3247,1.0000,1.0000,0.0000
1602,0.130599,0.2000,16.3344,1.0000,1.0000,0.0000
1603,0.130580,0.2000,16.3440,1.0000,1.0000,0.0001
1604,0.130932,0.2000,16.3536,1.0000,1.0000,0.0000
1605,0.130498,0.2000,16.3632,1.0000,1.0000,0.0000
1606,0.130524,0.2000,16.3729,1.0000,1.0000,0.0000
1607,0.130557,0.2000,16.3825,1.0000,1.0000,0.0000
1608,0.130578,0.2000,16.3921,1.0000,1.0000,0.0000
1609,0.130591,0.2000,16.4017,1.0000,1.0000,0.0000
1610,0.130600,0.2000,16.4114,1.0000,1.0000,0.0000
1611,0.130580,0.2000,16.4210,1.0000,1.0000,0.0000
1612,0.130933,0.2000,16.4306,1.0000,1.0000,0.0000
1613,0.130499,0.2000,16.4402,1.0000,1.0000,0.0000
1614,0.130525,0.2000,16.4498,1.0000,1.0000,0.0018
1615,0.130574,0.2000,16.4594,1.0000,1.0000,0.0000
1616,0.130572,0.2000,16.4690,1.0000,1.0000,0.0000
1617,0.130588,0.2000,16.4787,1.0000,1.0000,0.0000
1618,0.130572,0.2000,16.4883,1.0000,1.0000,0.0000
1619,0.130937,0.2000,16.4979,1.0000,1.0000,0.0000
1620,0.130501,0.2000,16.5075,1.0000,1.0000,0.0000
1621,0.130523,0.2000,16.5171,1.0000,1.0000,0.0000
1622,0.130556,0.2000,16.5267,1.0000,1.0000,0.0000
1623,0.130577,0.2000,16.5363,1.0000,1.0000,0.0015
1624,0.130604,0.2000,16.5459,1.0000,1.0000,0.0000
1625,0.130595,0.2000,16.5555,1.0000,1.0000,0.0000
1626,0.130577,0.2000,16.5651,1.0000,1.0000,0.0000
1627,0.130935,0.2000,16.5747,1.0000,1.0000,0.0000
1628,0.130500,0.2000,16.5843,1.0000,1.0000,0.0001
1629,0.130525,0.2000,16.5939,1.0000,1.0000,0.0000
1630,0.130557,0.2000,16.6035,1.0000,1.0000,0.0000
1631,0.130578,0.2000,16.6131,1.0000,1.0000,0.0000
1632,0.130591,0.2000,16.6227,1.0000,1.0000,0.0000
1633,0.130575,0.2000,16.6323,1.0000,1.0000,0.0000
1634,0.130936,0.2000,16.6419,1.0000,1.0000,0.0000
1635,0.130500,0.2000,16.6515,1.0000,1.0000,0.0000
1636,0.130523,0.2000,16.6611,1.0000,1.0000,0.0026
1637,0.130580,0.2000,16.6707,1.0000,1.0000,0.0000
1638,0.130569,0.2000,16.6803,1.0000,1.0000,0.0000
1639,0.130585,0.2000,16.6899,1.0000,1.0000,0.0000
1640,0.130596,0.2000,16.6995,1.0000,1.0000,0.0000
1641,0.130578,0.2000,16.7090,1.0000,1.0000,0.0000
1642,0.130934,0.2000,16.7186,1.0000,1.0000,0.0000
1643,0.130499,0.2000,16.7282,1.0000,1.0000,0.0000
1644,0.130524,0.2000,16.7378,1.0000,1.0000,0.0000
1645,0.130557,0.2000,16.7474,1.0000,1.0000,0.0000
1646,0.130578,0.2000,16.7570,1.0000,1.0000,0.0000
1647,0.130591,0.2000,16.7666,1.0000,1.0000,0.0000
1648,0.130575,0.2000,16.7761,1.0000,1.0000,0.0000
1649,0.130936,0.2000,16.7857,1.0000,1.0000,0.0000
1650,0.130500,0.2000,16.7953,1.0000,1.0000,0.0000
1651,0.130523,0.2000,16.8049,1.0000,1.0000,0.0000
1652,0.130556,0.2000,16.8144,1.0000,1.0000,0.0000
1653,0.130577,0.2000,16.8240,1.0000,1.0000,0.0000
1654,0.130591,0.2000,16.8336,1.0000,1.0000,0.0000
1655,0.130600,0.2000,16.8432,1.0000,1.0000,0.0001
1656,0.130580,0.2000,16.8527,1.0000,1.0000,0.0000
1657,0.130933,0.2000,16.8623,1.0000,1.0000,0.0000
1658,0.130498,0.2000,16.8719,1.0000,1.0000,0.0038
1659,0.130560,0.2000,16.8814,1.0000,1.0000,0.0000
1660,0.130545,0.2000,16.8910,1.0000,1.0000,0.0000
1661,0.130570,0.2000,16.9006,1.0000,1.0000,0.0000
1662,0.130586,0.2000,16.9101,1.0000,1.0000,0.0000
1663,0.130571,0.2000,16.9197,1.0000,1.0000,0.0000
1664,0.130938,0.2000,16.9293,1.0000,1.0000,0.0000
1665,0.130236,0.7200,16.9388,1.0000,0.3500,0.0016
1666,0.127770,0.7200,16.9484,1.0000,0.3500,0.0006
1667,0.125546,0.7200,16.9580,1.0000,0.3500,0.0000
1668,0.123881,0.7200,16.9675,1.0000,0.3500,0.0001
1669,0.122492,0.7200,16.9771,1.0000,0.3500,0.0000
1670,0.121170,0.7200,16.9866,1.0000,0.3500,0.0000
1671,0.119899,0.7200,16.9962,1.0000,0.3500,0.0000
1672,0.118665,0.7200,17.0057,1.0000,0.3500,0.0000
1673,0.117455,0.7200,17.0153,1.0000,0.3500,0.0000
1674,0.116251,0.7200,17.0249,1.0000,0.3500,0.0000
1675,0.115044,0.7200,17.0344,1.0000,0.3500,0.0000
1676,0.113822,0.7200,17.0440,1.0000,0.3500,0.0000
1677,0.112552,0.7200,17.0535,1.0000,0.3500,0.0000
1678,0.111215,0.7200,17.0631,1.0000,0.3500,0.0000
1679,0.109787,0.7200,17.0726,1.0000,0.3500,0.0000
1680,0.108239,0.7200,17.0821,1.0000,0.3500,0.0064
1681,0.106563,0.7200,17.0917,1.0000,0.3500,0.0000
1682,0.104623,0.7200,17.1012,1.0000,0.3500,0.0000
1683,0.102466,0.7200,17.1108,1.0000,0.3500,0.0000
1684,0.099998,0.7200,17.1203,1.0000,0.3500,0.0000
1685,0.100001,0.7200,17.1299,1.0000,0.3500,0.0001
1686,0.100004,0.7200,17.1394,1.0000,0.3500,0.0000
1687,0.100006,0.7200,17.1489,1.0000,0.3500,0.0015
1688,0.100012,0.7200,17.1585,1.0000,0.3500,0.0000
1689,0.100010,0.7200,17.1680,1.0000,0.3500,0.0000
1690,0.100013,0.7200,17.1776,1.0000,0.3500,0.0000
1691,0.100016,0.7200,17.1871,1.0000,0.3500,0.0010
1692,0.100021,0.7200,17.1966,1.0000,0.3500,0.0000
1693,0.100021,0.7200,17.2062,1.0000,0.3500,0.0000
1694,0.100024,0.7200,17.2157,1.0000,0.3500,0.0000
1695,0.100027,0.7200,17.2252,1.0000,0.3500,0.0001
1696,0.100029,0.7200,17.2348,1.0000,0.3500,0.0000
1697,0.100032,0.7200,17.2443,1.0000,0.3500,0.0000
1698,0.100034,0.7200,17.2538,1.0000,0.3500,0.0000
1699,0.100037,0.7200,17.2633,1.0000,0.3500,0.0000
1700,0.100039,0.7200,17.2729,1.0000,0.3500,0.0000
1701,0.100041,0.7200,17.2824,1.0000,0.3500,0.0000
1702,0.100042,0.7200,17.2919,1.0000,0.3500,0.0123
1703,0.100078,0.7200,17.3014,1.0000,0.3500,0.0001
1704,0.100012,0.7200,17.3110,1.0000,0.3500,0.0000
1705,0.100207,0.7200,17.3205,1.0000,0.3500,0.0000
1706,0.099991,0.7200,17.3300,1.0000,0.3500,0.0001
1707,0.099994,0.7200,17.3395,1.0000,0.3500,0.0000
1708,0.100010,0.7200,17.3490,1.0000,0.3500,0.0001
1709,0.100022,0.7200,17.3585,1.0000,0.3500,0.0000
1710,0.100030,0.7200,17.3681,1.0000,0.3500,0.0001
1711,0.100036,0.7200,17.3776,1.0000,0.3500,0.0000
1712,0.100015,0.7200,17.3871,1.0000,0.3500,0.0001
1713,0.100203,0.7200,17.3966,1.0000,0.3500,0.0000
1714,0.099984,0.7200,17.4061,1.0000,0.3500,0.0001
1715,0.099996,0.7200,17.4156,1.0000,0.3500,0.0000
1716,0.100013,0.7200,17.4251,1.0000,0.3500,0.0001
1717,0.100024,0.7200,17.4346,1.0000,0.3500,0.0001
1718,0.100032,0.7200,17.4441,1.0000,0.3500,0.0000
1719,0.100037,0.7200,17.4536,1.0000,0.3500,0.0001
