step,phi,danger,depth,current_norm,chemical,pe
1719,0.130673,0.1172,9.9680,0.1744,0.1000,0.0000
1720,0.130659,0.1197,9.9680,0.1793,0.1000,0.0000
1721,0.130644,0.1222,9.9680,0.1843,0.1000,0.0000
1722,0.130629,0.1247,9.9680,0.1893,0.1000,0.0000
1723,0.130613,0.1272,9.9679,0.1943,0.1000,0.0000
1724,0.130598,0.1297,9.9679,0.1994,0.1000,0.0000
1725,0.130582,0.1323,9.9679,0.2045,0.1000,0.0000
1726,0.130566,0.1348,9.9679,0.2096,0.1000,0.0000
1727,0.130549,0.1374,9.9678,0.2148,0.1000,0.0000
1728,0.130533,0.1400,9.9678,0.2200,0.1000,0.0000
1729,0.130516,0.1426,9.9678,0.2252,0.1000,0.0000
1730,0.130499,0.1452,9.9678,0.2305,0.1000,0.0000
1731,0.130482,0.1479,9.9677,0.2357,0.1000,0.0000
1732,0.130464,0.1505,9.9677,0.2410,0.1000,0.0000
1733,0.130446,0.1532,9.9677,0.2463,0.1000,0.0000
1734,0.130429,0.1558,9.9677,0.2516,0.1000,0.0000
1735,0.130411,0.1585,9.9677,0.2570,0.1000,0.0000
1736,0.130392,0.1612,9.9676,0.2623,0.1000,0.0000
1737,0.130374,0.1638,9.9676,0.2677,0.1000,0.0000
1738,0.130356,0.1665,9.9676,0.2731,0.1000,0.0000
1739,0.130337,0.1692,9.9676,0.2784,0.1000,0.0000
1740,0.130319,0.1719,9.9675,0.2838,0.1000,0.0000
1741,0.130300,0.1746,9.9675,0.2892,0.1000,0.0000
1742,0.130281,0.1773,9.9675,0.2946,0.1000,0.0000
1743,0.130263,0.1800,9.9675,0.3000,0.1000,0.0000
1744,0.130244,0.1827,9.9675,0.3054,0.1000,0.0000
1745,0.130225,0.1854,9.9674,0.3108,0.1000,0.0000
1746,0.130206,0.1881,9.9674,0.3162,0.1000,0.0004
1747,0.130189,0.1908,9.9674,0.3216,0.1000,0.0000
1748,0.130168,0.1935,9.9674,0.3270,0.1000,0.0000
1749,0.130149,0.1962,9.9673,0.3324,0.1000,0.0000
1750,0.130131,0.1989,9.9673,0.3377,0.1000,0.0000
1751,0.130113,0.2015,9.9673,0.3431,0.1000,0.0000
1752,0.130094,0.2042,9.9673,0.3484,0.1000,0.0000
1753,0.130076,0.2069,9.9672,0.3537,0.1000,0.0000
1754,0.130058,0.2095,9.9672,0.3590,0.1000,0.0000
1755,0.130040,0.2122,9.9672,0.3643,0.1000,0.0000
1756,0.130022,0.2148,9.9672,0.3696,0.1000,0.0000
1757,0.130004,0.2174,9.9672,0.3748,0.1000,0.0000
1758,0.129987,0.2200,9.9671,0.3800,0.1000,0.0000
1759,0.129969,0.2226,9.9671,0.3852,0.1000,0.0000
1760,0.129952,0.2252,9.9671,0.3904,0.1000,0.0000
1761,0.129935,0.2278,9.9671,0.3955,0.1000,0.0000
1762,0.129918,0.2303,9.9670,0.4006,0.1000,0.0000
1763,0.129902,0.2329,9.9670,0.4057,0.1000,0.0000
1764,0.129885,0.2354,9.9670,0.4107,0.1000,0.0000
1765,0.129869,0.2379,9.9670,0.4157,0.1000,0.0000
1766,0.129854,0.2404,9.9669,0.4207,0.1000,0.0000
1767,0.129838,0.2428,9.9669,0.4256,0.1000,0.0000
1768,0.129823,0.2453,9.9669,0.4305,0.1000,0.0000
1769,0.129808,0.2477,9.9669,0.4354,0.1000,0.0000
1770,0.129793,0.2501,9.9669,0.4401,0.1000,0.0000
1771,0.129778,0.2524,9.9668,0.4449,0.1000,0.0000
1772,0.129764,0.2548,9.9668,0.4496,0.1000,0.0000
1773,0.129750,0.2571,9.9668,0.4543,0.1000,0.0000
1774,0.129736,0.2594,9.9668,0.4589,0.1000,0.0000
1775,0.129723,0.2617,9.9667,0.4634,0.1000,0.0000
1776,0.129710,0.2640,9.9667,0.4679,0.1000,0.0000
1777,0.129697,0.2662,9.9667,0.4724,0.1000,0.0000
1778,0.129684,0.2684,9.9667,0.4768,0.1000,0.0000
1779,0.129672,0.2705,9.9667,0.4811,0.1000,0.0000
1780,0.129660,0.2727,9.9666,0.4854,0.1000,0.0000
1781,0.129648,0.2748,9.9666,0.4896,0.1000,0.0000
1782,0.129636,0.2769,9.9666,0.4937,0.1000,0.0000
1783,0.129625,0.2789,9.9666,0.4978,0.1000,0.0000
1784,0.129614,0.2809,9.9665,0.5019,0.1000,0.0000
1785,0.129603,0.2829,9.9665,0.5058,0.1000,0.0000
1786,0.129592,0.2849,9.9665,0.5097,0.1000,0.0000
1787,0.129582,0.2868,9.9665,0.5135,0.1000,0.0000
1788,0.129572,0.2887,9.9664,0.5173,0.1000,0.0000
1789,0.129562,0.2905,9.9664,0.5210,0.1000,0.0000
1790,0.129552,0.2923,9.9664,0.5246,0.1000,0.0000
1791,0.129543,0.2941,9.9664,0.5281,0.1000,0.0000
1792,0.129533,0.2958,9.9664,0.5316,0.1000,0.0000
1793,0.129524,0.2975,9.9663,0.5350,0.1000,0.0000
1794,0.129515,0.2992,9.9663,0.5383,0.1000,0.0000
1795,0.129506,0.3008,9.9663,0.5416,0.1000,0.0000
1796,0.129498,0.3024,9.9663,0.5447,0.1000,0.0000
1797,0.129490,0.3039,9.9662,0.5478,0.1000,0.0000
1798,0.129481,0.3054,9.9662,0.5508,0.1000,0.0000
1799,0.129473,0.3069,9.9662,0.5537,0.1000,0.0000
1800,0.129466,0.3083,9.9662,0.5566,0.1000,0.0000
1801,0.129458,0.3097,9.9661,0.5593,0.1000,0.0000
1802,0.129450,0.3110,9.9661,0.5620,0.1000,0.0000
1803,0.129443,0.3123,9.9661,0.5646,0.1000,0.0000
1804,0.129436,0.3135,9.9661,0.5671,0.1000,0.0000
1805,0.129429,0.3148,9.9661,0.5695,0.1000,0.0000
1806,0.129422,0.3159,9.9660,0.5718,0.1000,0.0000
1807,0.129415,0.3170,9.9660,0.5741,0.1000,0.0000
1808,0.129408,0.3181,9.9660,0.5762,0.1000,0.0000
1809,0.129402,0.3191,9.9660,0.5783,0.1000,0.0000
1810,0.129396,0.3201,9.9659,0.5803,0.1000,0.0000
1811,0.129389,0.3211,9.9659,0.5821,0.1000,0.0000
1812,0.129383,0.3220,9.9659,0.5839,0.1000,0.0000
1813,0.129377,0.3228,9.9659,0.5856,0.1000,0.0000
1814,0.129372,0.3236,9.9659,0.5872,0.1000,0.0000
1815,0.129366,0.3244,9.9658,0.5888,0.1000,0.0000
1816,0.129360,0.3251,9.9658,0.5902,0.1000,0.0000
1817,0.129355,0.3257,9.9658,0.5915,0.1000,0.0000
1818,0.129350,0.3264,9.9658,0.5927,0.1000,0.0000
1819,0.129345,0.3269,9.9657,0.5939,0.1000,0.0000
1820,0.129340,0.3274,9.9657,0.5949,0.1000,0.0000
1821,0.129335,0.3279,9.9657,0.5958,0.1000,0.0000
1822,0.129330,0.3283,9.9657,0.5967,0.1000,0.0000
1823,0.129325,0.3287,9.9656,0.5974,0.1000,0.0000
1824,0.129321,0.3290,9.9656,0.5981,0.1000,0.0000
1825,0.129316,0.3293,9.9656,0.5987,0.1000,0.0000
1826,0.129312,0.3296,9.9656,0.5991,0.1000,0.0000
1827,0.129308,0.3297,9.9656,0.5995,0.1000,0.0000
1828,0.129304,0.3299,9.9655,0.5998,0.1000,0.0000
1829,0.129301,0.3300,9.9655,0.5999,0.1000,0.0000
1830,0.129297,0.3300,9.9655,0.6000,0.1000,0.0000
1831,0.129295,0.3300,9.9655,0.6000,0.1000,0.0000
1832,0.129292,0.3299,9.9654,0.5999,0.1000,0.0000
1833,0.129290,0.3298,9.9654,0.5996,0.1000,0.0000
1834,0.129294,0.3297,9.9654,0.5993,0.1000,0.0000
1835,0.129299,0.3295,9.9654,0.5989,0.1000,0.0000
1836,0.129303,0.3292,9.9653,0.5984,0.1000,0.0000
1837,0.129308,0.3289,9.9653,0.5978,0.1000,0.0000
1838,0.129312,0.3285,9.9653,0.5971,0.1000,0.0000
1839,0.129317,0.3281,9.9653,0.5963,0.1000,0.0000
1840,0.129322,0.3277,9.9653,0.5954,0.1000,0.0000
1841,0.129327,0.3272,9.9652,0.5944,0.1000,0.0000
1842,0.129332,0.3267,9.9652,0.5933,0.1000,0.0000
1843,0.129337,0.3261,9.9652,0.5921,0.1000,0.0000
1844,0.129343,0.3254,9.9652,0.5909,0.1000,0.0000
1845,0.129348,0.3248,9.9651,0.5895,0.1000,0.0000
1846,0.129354,0.3240,9.9651,0.5880,0.1000,0.0000
1847,0.129360,0.3232,9.9651,0.5865,0.1000,0.0000
1848,0.129366,0.3224,9.9651,0.5848,0.1000,0.0000
1849,0.129372,0.3215,9.9651,0.5831,0.1000,0.0000
1850,0.129379,0.3206,9.9650,0.5813,0.1000,0.0000
1851,0.129385,0.3197,9.9650,0.5793,0.1000,0.0000
1852,0.129392,0.3187,9.9650,0.5773,0.1000,0.0000
1853,0.129399,0.3176,9.9650,0.5752,0.1000,0.0000
1854,0.129406,0.3165,9.9649,0.5730,0.1000,0.0000
1855,0.129413,0.3154,9.9649,0.5707,0.1000,0.0000
1856,0.129420,0.3142,9.9649,0.5684,0.1000,0.0000
1857,0.129428,0.3130,9.9649,0.5659,0.1000,0.0000
1858,0.129435,0.3117,9.9648,0.5634,0.1000,0.0000
1859,0.129443,0.3104,9.9648,0.5608,0.1000,0.0000
1860,0.129451,0.3090,9.9648,0.5580,0.1000,0.0000
1861,0.129459,0.3076,9.9648,0.5552,0.1000,0.0000
1862,0.129468,0.3062,9.9648,0.5524,0.1000,0.0000
1863,0.129476,0.3047,9.9647,0.5494,0.1000,0.0000
1864,0.129485,0.3032,9.9647,0.5464,0.1000,0.0000
1865,0.129494,0.3016,9.9647,0.5432,0.1000,0.0000
1866,0.129503,0.3000,9.9647,0.5400,0.1000,0.0000
1867,0.129513,0.2984,9.9646,0.5368,0.1000,0.0000
1868,0.129522,0.2967,9.9646,0.5334,0.1000,0.0000
1869,0.129532,0.2950,9.9646,0.5300,0.1000,0.0000
1870,0.129542,0.2932,9.9646,0.5265,0.1000,0.0000
1871,0.129552,0.2914,9.9645,0.5229,0.1000,0.0000
1872,0.129563,0.2896,9.9645,0.5192,0.1000,0.0000
1873,0.129574,0.2878,9.9645,0.5155,0.1000,0.0000
1874,0.129585,0.2859,9.9645,0.5117,0.1000,0.0000
1875,0.129596,0.2839,9.9645,0.5079,0.1000,0.0000
1876,0.129608,0.2820,9.9644,0.5039,0.1000,0.0000
1877,0.129619,0.2800,9.9644,0.5000,0.1000,0.0000
1878,0.129632,0.2779,9.9644,0.4959,0.1000,0.0000
1879,0.129644,0.2759,9.9644,0.4918,0.1000,0.0000
1880,0.129656,0.2738,9.9643,0.4876,0.1000,0.0000
1881,0.129669,0.2717,9.9643,0.4833,0.1000,0.0000
1882,0.129682,0.2695,9.9643,0.4790,0.1000,0.0000
1883,0.129696,0.2673,9.9643,0.4747,0.1000,0.0000
1884,0.129710,0.2651,9.9642,0.4703,0.1000,0.0000
1885,0.129724,0.2629,9.9642,0.4658,0.1000,0.0000
1886,0.129738,0.2606,9.9642,0.4613,0.1000,0.0000
1887,0.129752,0.2583,9.9642,0.4567,0.1000,0.0000
1888,0.129767,0.2560,9.9642,0.4521,0.1000,0.0000
1889,0.129782,0.2537,9.9641,0.4474,0.1000,0.0000
1890,0.129797,0.2513,9.9641,0.4426,0.1000,0.0000
1891,0.129813,0.2489,9.9641,0.4379,0.1000,0.0000
1892,0.129829,0.2465,9.9641,0.4331,0.1000,0.0000
1893,0.129845,0.2441,9.9640,0.4282,0.1000,0.0000
1894,0.129861,0.2416,9.9640,0.4233,0.1000,0.0000
1895,0.129878,0.2392,9.9640,0.4183,0.1000,0.0000
1896,0.129895,0.2367,9.9640,0.4134,0.1000,0.0000
1897,0.129912,0.2342,9.9640,0.4084,0.1000,0.0000
1898,0.129929,0.2316,9.9639,0.4033,0.1000,0.0000
1899,0.129947,0.2291,9.9639,0.3982,0.1000,0.0000
1900,0.129965,0.2265,9.9639,0.3931,0.1000,0.0000
1901,0.129983,0.2240,9.9639,0.3879,0.1000,0.0000
1902,0.130001,0.2214,9.9638,0.3828,0.1000,0.0000
1903,0.130019,0.2188,9.9638,0.3776,0.1000,0.0000
1904,0.130037,0.2162,9.9638,0.3723,0.1000,0.0000
1905,0.130056,0.2135,9.9638,0.3671,0.1000,0.0000
1906,0.130075,0.2109,9.9637,0.3618,0.1000,0.0000
1907,0.130094,0.2083,9.9637,0.3565,0.1000,0.0000
1908,0.130113,0.2056,9.9637,0.3512,0.1000,0.0000
1909,0.130132,0.2029,9.9637,0.3459,0.1000,0.0000
1910,0.130151,0.2003,9.9637,0.3405,0.1000,0.0000
1911,0.130170,0.1976,9.9636,0.3352,0.1000,0.0000
1912,0.130189,0.1949,9.9636,0.3298,0.1000,0.0000
1913,0.130208,0.1922,9.9636,0.3244,0.1000,0.0000
1914,0.130228,0.1895,9.9636,0.3190,0.1000,0.0004
1915,0.130242,0.1868,9.9635,0.3137,0.1000,0.0000
1916,0.130267,0.1841,9.9635,0.3083,0.1000,0.0000
1917,0.130286,0.1814,9.9635,0.3029,0.1000,0.0000
1918,0.130305,0.1787,9.9635,0.2975,0.1000,0.0000
1919,0.130324,0.1760,9.9634,0.2921,0.1000,0.0000
1920,0.130343,0.1733,9.9634,0.2867,0.1000,0.0000
1921,0.130362,0.1706,9.9634,0.2813,0.1000,0.0000
1922,0.130798,0.3779,9.9634,0.2759,0.8000,0.0000
1923,0.130255,0.3753,9.9634,0.2705,0.8000,0.0000
1924,0.129895,0.3726,9.9633,0.2651,0.8000,0.0000
1925,0.129673,0.3699,9.9633,0.2598,0.8000,0.0000
1926,0.129590,0.3672,9.9633,0.2544,0.8000,0.0000
1927,0.129541,0.3646,9.9633,0.2491,0.8000,0.0000
1928,0.129508,0.3619,9.9632,0.2438,0.8000,0.0000
1929,0.129487,0.3592,9.9632,0.2385,0.8000,0.0000
1930,0.129475,0.3566,9.9632,0.2332,0.8000,0.0000
1931,0.129490,0.3540,9.9632,0.2280,0.8000,0.0000
1932,0.129515,0.3514,9.9632,0.2227,0.8000,0.0000
1933,0.129537,0.3488,9.9631,0.2175,0.8000,0.0000
1934,0.129557,0.3462,9.9631,0.2124,0.8000,0.0000
1935,0.129576,0.3436,9.9631,0.2072,0.8000,0.0000
1936,0.129595,0.3410,9.9631,0.2021,0.8000,0.0000
1937,0.129613,0.3385,9.9630,0.1970,0.8000,0.0000
1938,0.129630,0.3360,9.9630,0.1919,0.8000,0.0000
1939,0.129648,0.3335,9.9630,0.1869,0.8000,0.0000
1940,0.129665,0.3310,9.9630,0.1819,0.8000,0.0000
1941,0.129681,0.3285,9.9629,0.1770,0.8000,0.0000
1942,0.129698,0.3260,9.9629,0.1721,0.8000,0.0000
1943,0.129714,0.3236,9.9629,0.1672,0.8000,0.0000
1944,0.129730,0.3212,9.9629,0.1624,0.8000,0.0000
1945,0.129746,0.3188,9.9629,0.1576,0.8000,0.0000
1946,0.129761,0.3164,9.9628,0.1529,0.8000,0.0000
1947,0.129776,0.3141,9.9628,0.1482,0.8000,0.0000
1948,0.129790,0.3118,9.9628,0.1436,0.8000,0.0000
1949,0.129805,0.3095,9.9628,0.1390,0.8000,0.0000
1950,0.129819,0.3072,9.9627,0.1345,0.8000,0.0000
1951,0.129832,0.3050,9.9627,0.1300,0.8000,0.0000
1952,0.129846,0.3028,9.9627,0.1256,0.8000,0.0000
1953,0.129859,0.3006,9.9627,0.1212,0.8000,0.0000
1954,0.129871,0.2985,9.9626,0.1169,0.8000,0.0000
1955,0.129884,0.2963,9.9626,0.1127,0.8000,0.0000
1956,0.129896,0.2942,9.9626,0.1085,0.8000,0.0000
1957,0.129907,0.2922,9.9626,0.1043,0.8000,0.0000
1958,0.129919,0.2901,9.9626,0.1003,0.8000,0.0000
1959,0.129929,0.2881,9.9625,0.0963,0.8000,0.0000
1960,0.129940,0.2862,9.9625,0.0924,0.8000,0.0000
1961,0.129950,0.2842,9.9625,0.0885,0.8000,0.0000
1962,0.129960,0.2823,9.9625,0.0847,0.8000,0.0000
1963,0.129969,0.2805,9.9624,0.0810,0.8000,0.0000
1964,0.129979,0.2787,9.9624,0.0773,0.8000,0.0000
1965,0.129987,0.2769,9.9624,0.0737,0.8000,0.0000
1966,0.129996,0.2751,9.9624,0.0702,0.8000,0.0000
1967,0.130004,0.2734,9.9624,0.0668,0.8000,0.0000
1968,0.130012,0.2717,9.9623,0.0634,0.8000,0.0000
1969,0.130019,0.2701,9.9623,0.0601,0.8000,0.0000
1970,0.130026,0.2685,9.9623,0.0569,0.8000,0.0000
1971,0.130033,0.2669,9.9623,0.0538,0.8000,0.0000
1972,0.130039,0.2654,9.9622,0.0508,0.8000,0.0000
1973,0.130045,0.2639,9.9622,0.0478,0.8000,0.0000
1974,0.130050,0.2625,9.9622,0.0449,0.8000,0.0000
1975,0.130056,0.2611,9.9622,0.0421,0.8000,0.0000
1976,0.130061,0.2597,9.9621,0.0394,0.8000,0.0000
1977,0.130065,0.2584,9.9621,0.0368,0.8000,0.0000
1978,0.130070,0.2571,9.9621,0.0342,0.8000,0.0000
1979,0.130074,0.2559,9.9621,0.0318,0.8000,0.0000
1980,0.130077,0.2547,9.9621,0.0294,0.8000,0.0000
1981,0.130080,0.2535,9.9620,0.0271,0.8000,0.0000
1982,0.130083,0.2525,9.9620,0.0249,0.8000,0.0000
1983,0.130086,0.2514,9.9620,0.0228,0.8000,0.0000
1984,0.130088,0.2504,9.9620,0.0208,0.8000,0.0000
1985,0.130091,0.2494,9.9619,0.0188,0.8000,0.0000
1986,0.130092,0.2485,9.9619,0.0170,0.8000,0.0000
1987,0.130094,0.2476,9.9619,0.0153,0.8000,0.0000
1988,0.130095,0.2468,9.9619,0.0136,0.8000,0.0000
1989,0.130096,0.2460,9.9618,0.0120,0.8000,0.0000
1990,0.130096,0.2453,9.9618,0.0106,0.8000,0.0000
1991,0.130096,0.2446,9.9618,0.0092,0.8000,0.0000
1992,0.130096,0.2440,9.9618,0.0079,0.8000,0.0000
1993,0.130096,0.2434,9.9618,0.0067,0.8000,0.0000
1994,0.130095,0.2428,9.9617,0.0056,0.8000,0.0000
1995,0.130094,0.2423,9.9617,0.0047,0.8000,0.0000
1996,0.130093,0.2419,9.9617,0.0038,0.8000,0.0000
1997,0.130091,0.2415,9.9617,0.0029,0.8000,0.0000
1998,0.130090,0.2411,9.9616,0.0022,0.8000,0.0000
1999,0.130088,0.2408,9.9616,0.0016,0.8000,0.0000
